station_id,city,heading,hour,is_weekend,share,n_obs,mean_total_veh_h,hw_rank,speed_kmh,lanes,oneway,dist_centre_km,radial_cos,res_behind_km,res_ahead_km,res_asym,major_behind_km,major_ahead_km,major_asym,am_pm_ratio,peak_hour_am,peak_hour_pm,weekend_ratio
75341V41863,trondheim,Moholt,0,0,0.5024,20,52.5,3.0,50.0,1.0,0.0,3.5489260109257734,0.7248699879519341,31.255,24.717,0.1168,6.897,2.978,0.3968,0.6679,7.0,15.0,0.2699
75341V41863,trondheim,Moholt,0,1,0.4782,8,142.8,3.0,50.0,1.0,0.0,3.5489260109257734,0.7248699879519341,31.255,24.717,0.1168,6.897,2.978,0.3968,0.6679,7.0,15.0,0.2699
75341V41863,trondheim,Moholt,1,1,0.4437,8,107.8,3.0,50.0,1.0,0.0,3.5489260109257734,0.7248699879519341,31.255,24.717,0.1168,6.897,2.978,0.3968,0.6679,7.0,15.0,0.2699
75341V41863,trondheim,Moholt,2,1,0.501,8,70.6,3.0,50.0,1.0,0.0,3.5489260109257734,0.7248699879519341,31.255,24.717,0.1168,6.897,2.978,0.3968,0.6679,7.0,15.0,0.2699
75341V41863,trondheim,Moholt,3,1,0.5115,8,49.6,3.0,50.0,1.0,0.0,3.5489260109257734,0.7248699879519341,31.255,24.717,0.1168,6.897,2.978,0.3968,0.6679,7.0,15.0,0.2699
75341V41863,trondheim,Moholt,4,1,0.504,8,35.0,3.0,50.0,1.0,0.0,3.5489260109257734,0.7248699879519341,31.255,24.717,0.1168,6.897,2.978,0.3968,0.6679,7.0,15.0,0.2699
75341V41863,trondheim,Moholt,5,0,0.6109,20,89.2,3.0,50.0,1.0,0.0,3.5489260109257734,0.7248699879519341,31.255,24.717,0.1168,6.897,2.978,0.3968,0.6679,7.0,15.0,0.2699
75341V41863,trondheim,Moholt,6,0,0.665,20,435.6,3.0,50.0,1.0,0.0,3.5489260109257734,0.7248699879519341,31.255,24.717,0.1168,6.897,2.978,0.3968,0.6679,7.0,15.0,0.2699
75341V41863,trondheim,Moholt,6,1,0.5516,8,47.6,3.0,50.0,1.0,0.0,3.5489260109257734,0.7248699879519341,31.255,24.717,0.1168,6.897,2.978,0.3968,0.6679,7.0,15.0,0.2699
75341V41863,trondheim,Moholt,7,0,0.692,20,1105.3,3.0,50.0,1.0,0.0,3.5489260109257734,0.7248699879519341,31.255,24.717,0.1168,6.897,2.978,0.3968,0.6679,7.0,15.0,0.2699
75341V41863,trondheim,Moholt,7,1,0.5308,8,114.6,3.0,50.0,1.0,0.0,3.5489260109257734,0.7248699879519341,31.255,24.717,0.1168,6.897,2.978,0.3968,0.6679,7.0,15.0,0.2699
75341V41863,trondheim,Moholt,8,0,0.5831,20,990.1,3.0,50.0,1.0,0.0,3.5489260109257734,0.7248699879519341,31.255,24.717,0.1168,6.897,2.978,0.3968,0.6679,7.0,15.0,0.2699
75341V41863,trondheim,Moholt,8,1,0.6148,8,192.1,3.0,50.0,1.0,0.0,3.5489260109257734,0.7248699879519341,31.255,24.717,0.1168,6.897,2.978,0.3968,0.6679,7.0,15.0,0.2699
75341V41863,trondheim,Moholt,9,0,0.5383,20,670.8,3.0,50.0,1.0,0.0,3.5489260109257734,0.7248699879519341,31.255,24.717,0.1168,6.897,2.978,0.3968,0.6679,7.0,15.0,0.2699
75341V41863,trondheim,Moholt,9,1,0.5711,8,374.6,3.0,50.0,1.0,0.0,3.5489260109257734,0.7248699879519341,31.255,24.717,0.1168,6.897,2.978,0.3968,0.6679,7.0,15.0,0.2699
75341V41863,trondheim,Moholt,10,0,0.5295,20,705.8,3.0,50.0,1.0,0.0,3.5489260109257734,0.7248699879519341,31.255,24.717,0.1168,6.897,2.978,0.3968,0.6679,7.0,15.0,0.2699
75341V41863,trondheim,Moholt,10,1,0.536,8,549.1,3.0,50.0,1.0,0.0,3.5489260109257734,0.7248699879519341,31.255,24.717,0.1168,6.897,2.978,0.3968,0.6679,7.0,15.0,0.2699
75341V41863,trondheim,Moholt,11,0,0.5018,20,763.8,3.0,50.0,1.0,0.0,3.5489260109257734,0.7248699879519341,31.255,24.717,0.1168,6.897,2.978,0.3968,0.6679,7.0,15.0,0.2699
